doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes,validation_status,validation_flags
security-combined.adoc,Updating the Compliance Operator,"When a supported upgrade path is available, I want to update the Compliance Operator, so I can receive fixes without prolonged exposure to known issues.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Updating the Compliance Operator', lines 21628-21630 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-management/compliance-operator-updating.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Managing the Compliance Operator,"When ongoing operation is required, I want to manage the Compliance Operator, so I can keep security controls effective over the cluster lifecycle.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Managing the Compliance Operator', lines 22149-22151 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-management/compliance-operator-manage.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the Compliance Operator,"When I decommission a security capability, I want to uninstall the Compliance Operator, so I can remove unused components and reduce attack surface.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the Compliance Operator', lines 22659-22661 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-management/compliance-operator-uninstallation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Supported compliance profiles,"When this security topic applies to my cluster, I want to follow documented guidance for supported compliance profiles, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Supported compliance profiles', lines 23208-23210 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Compliance Operator scans,"When I must assess workload risk, I want to run vulnerability scanning as documented, so I can identify images or pods that need remediation before production.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Compliance Operator scans', lines 24208-24210 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-scans.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Tailoring the Compliance Operator,"When this security topic applies to my cluster, I want to follow documented guidance for tailoring the compliance operator, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Tailoring the Compliance Operator', lines 25179-25181 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-tailor.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Retrieving Compliance Operator raw results,"When this security topic applies to my cluster, I want to follow documented guidance for retrieving compliance operator raw results, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Retrieving Compliance Operator raw results', lines 25792-25794 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-raw-results.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Managing Compliance Operator remediation,"When ongoing operation is required, I want to manage Compliance Operator remediation, so I can keep security controls effective over the cluster lifecycle.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Managing Compliance Operator remediation', lines 26310-26312 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-remediation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Performing advanced Compliance Operator tasks,"When this security topic applies to my cluster, I want to follow documented guidance for performing advanced compliance operator tasks, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Performing advanced Compliance Operator tasks', lines 27430-27432 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-advanced.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Troubleshooting Compliance Operator scans,"When a security component is not behaving as expected, I want to troubleshoot Compliance Operator scans, so I can restore expected monitoring or enforcement.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Troubleshooting Compliance Operator scans', lines 28238-28240 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/compliance-operator-troubleshooting.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Using the oc-compliance plugin,"When this security topic applies to my cluster, I want to follow documented guidance for using the oc-compliance plugin, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I need automated compliance assessment, I want to install and run the Compliance Operator with profiles and remediations, so I can demonstrate and improve regulatory posture.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Using the oc-compliance plugin', lines 29285-29287 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: compliance_operator/co-scans/oc-compliance-plug-in-using.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,File Integrity Operator Overview,"When this security topic applies to my cluster, I want to follow documented guidance for file integrity operator overview, so I can implement the control without gaps or rework.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'File Integrity Operator Overview', lines 30119-30121 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/fio-overview.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,File Integrity Operator release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'File Integrity Operator release notes', lines 30546-30549 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,File Integrity Operator support,"When this security topic applies to my cluster, I want to follow documented guidance for file integrity operator support, so I can implement the control without gaps or rework.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'File Integrity Operator support', lines 31249-31252 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/fio-support.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Installing the File Integrity Operator,"When the capability is not yet available on my cluster, I want to install the File Integrity Operator, so I can enable the security feature in supported namespaces.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Installing the File Integrity Operator', lines 31715-31717 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-installation.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Updating the File Integrity Operator,"When a supported upgrade path is available, I want to update the File Integrity Operator, so I can receive fixes without prolonged exposure to known issues.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Updating the File Integrity Operator', lines 32265-32267 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-updating.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Understanding the File Integrity Operator,"When I need context before changing cluster security, I want to understand the File Integrity Operator, so I can design controls and explain trade-offs to stakeholders.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Understanding the File Integrity Operator', lines 32779-32781 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-understanding.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring the File Integrity Operator,"When default settings do not meet my security requirements, I want to configure the File Integrity Operator, so I can align the cluster with organizational policy.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring the File Integrity Operator', lines 33647-33649 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-configuring.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Performing advanced File Integrity Operator tasks,"When this security topic applies to my cluster, I want to follow documented guidance for performing advanced file integrity operator tasks, so I can implement the control without gaps or rework.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Performing advanced File Integrity Operator tasks', lines 34352-34354 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-advanced-usage.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Troubleshooting the File Integrity Operator,"When a security component is not behaving as expected, I want to troubleshoot the File Integrity Operator, so I can restore expected monitoring or enforcement.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Troubleshooting the File Integrity Operator', lines 34874-34876 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/file-integrity-operator-troubleshooting.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the File Integrity Operator,"When I decommission a security capability, I want to uninstall the File Integrity Operator, so I can remove unused components and reduce attack surface.",related,Security engineer,Monitor,user_story,"When I must detect unauthorized changes on cluster nodes, I want continuous file integrity monitoring, so I can investigate tampering and support audits.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the File Integrity Operator', lines 35340-35342 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: file_integrity_operator/fio-uninstalling.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Security Profiles Operator overview,"When this security topic applies to my cluster, I want to follow documented guidance for security profiles operator overview, so I can implement the control without gaps or rework.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Security Profiles Operator overview', lines 35790-35792 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-overview.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Security Profiles Operator release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Security Profiles Operator release notes', lines 36210-36212 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Security Profiles Operator support,"When this security topic applies to my cluster, I want to follow documented guidance for security profiles operator support, so I can implement the control without gaps or rework.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Security Profiles Operator support', lines 36805-36808 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-support.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Understanding the Security Profiles Operator,"When I need context before changing cluster security, I want to understand the Security Profiles Operator, so I can design controls and explain trade-offs to stakeholders.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Understanding the Security Profiles Operator', lines 37271-37273 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-understanding.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Enabling the Security Profiles Operator,"When this security topic applies to my cluster, I want to follow documented guidance for enabling the security profiles operator, so I can implement the control without gaps or rework.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Enabling the Security Profiles Operator', lines 37702-37704 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-enabling.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Managing seccomp profiles,"When ongoing operation is required, I want to manage seccomp profiles, so I can keep security controls effective over the cluster lifecycle.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Managing seccomp profiles', lines 38294-38296 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-seccomp.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Managing SELinux profiles,"When ongoing operation is required, I want to manage SELinux profiles, so I can keep security controls effective over the cluster lifecycle.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Managing SELinux profiles', lines 39259-39261 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-selinux.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Advanced Security Profiles Operator tasks,"When this security topic applies to my cluster, I want to follow documented guidance for advanced security profiles operator tasks, so I can implement the control without gaps or rework.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Advanced Security Profiles Operator tasks', lines 40424-40426 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-advanced.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Advanced Audit Logging Framework,"When this security topic applies to my cluster, I want to follow documented guidance for advanced audit logging framework, so I can implement the control without gaps or rework.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Advanced Audit Logging Framework', lines 41316-41318 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-logging.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Troubleshooting the Security Profiles Operator,"When a security component is not behaving as expected, I want to troubleshoot the Security Profiles Operator, so I can restore expected monitoring or enforcement.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Troubleshooting the Security Profiles Operator', lines 42797-42799 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-troubleshooting.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Uninstalling the Security Profiles Operator,"When I decommission a security capability, I want to uninstall the Security Profiles Operator, so I can remove unused components and reduce attack surface.",related,Platform engineer,Secure,user_story,"When I need consistent workload isolation, I want to manage seccomp and SELinux profiles for pods, so I can enforce least-privilege execution.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Uninstalling the Security Profiles Operator', lines 43260-43262 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: security_profiles_operator/spo-uninstalling.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,NBDE Tang Server Operator overview,"When this security topic applies to my cluster, I want to follow documented guidance for nbde tang server operator overview, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'NBDE Tang Server Operator overview', lines 43714-43716 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-overview.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,NBDE Tang Server Operator release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'NBDE Tang Server Operator release notes', lines 44124-44127 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Understanding the NBDE Tang Server Operator,"When I need context before changing cluster security, I want to understand the NBDE Tang Server Operator, so I can design controls and explain trade-offs to stakeholders.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Understanding the NBDE Tang Server Operator', lines 44541-44543 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-understanding.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Installing the NBDE Tang Server Operator,"When the capability is not yet available on my cluster, I want to install the NBDE Tang Server Operator, so I can enable the security feature in supported namespaces.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Installing the NBDE Tang Server Operator', lines 44965-44967 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-installing.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring and managing Tang servers using the NBDE Tang Server Operator,"When default settings do not meet my security requirements, I want to configure and managing Tang servers using the NBDE Tang Server Operator, so I can align the cluster with organizational policy.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring and managing Tang servers using the NBDE Tang Server Operator', lines 45493-45495 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-configuring-managing.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Identifying URL of a Tang server deployed with the NBDE Tang Server Operator,"When this security topic applies to my cluster, I want to follow documented guidance for identifying url of a tang server deployed with the nbde tang server operator, so I can implement the control without gaps or rework.",related,Cluster administrator,Secure,user_story,"When I must protect data at rest on nodes, I want network-bound disk encryption with Tang servers, so I can meet encryption requirements without storing keys on nodes.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Identifying URL of a Tang server deployed with the NBDE Tang Server Operator', lines 46146-46148 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: nbde_tang_server_operator/nbde-tang-server-operator-identifying-url.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Understanding secrets management,"When I need context before changing cluster security, I want to understand secrets management, so I can design controls and explain trade-offs to stakeholders.",related,Platform engineer,Configure,user_story,"When sensitive values live in external vaults, I want the External Secrets Operator to sync secrets into the cluster, so I can avoid duplicating secret storage.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Understanding secrets management', lines 46679-47078 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: understanding-secrets-management.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,cert-manager Operator for Red Hat OpenShift overview,"When this security topic applies to my cluster, I want to follow documented guidance for cert-manager operator for red hat openshift overview, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'cert-manager Operator for Red Hat OpenShift overview', lines 47148-47150 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/index.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,cert-manager Operator for Red Hat OpenShift release notes,"When I plan upgrades, I want to review release notes for this component, so I can assess impact and schedule compatible cluster changes.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'cert-manager Operator for Red Hat OpenShift release notes', lines 47683-47685 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-release-notes.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Installing the cert-manager Operator for Red Hat OpenShift,"When the capability is not yet available on my cluster, I want to install the cert-manager Operator for Red Hat OpenShift, so I can enable the security feature in supported namespaces.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Installing the cert-manager Operator for Red Hat OpenShift', lines 48126-48128 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-install.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Configuring the egress proxy,"When default settings do not meet my security requirements, I want to configure the egress proxy, so I can align the cluster with organizational policy.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Configuring the egress proxy', lines 48838-48840 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-operator-proxy.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
security-combined.adoc,Customizing cert-manager by using the cert-manager Operator API fields,"When this security topic applies to my cluster, I want to follow documented guidance for customizing cert-manager by using the cert-manager operator api fields, so I can implement the control without gaps or rework.",related,Platform engineer,Configure,user_story,"When I need automated X.509 certificate issuance and renewal, I want to deploy and configure the cert-manager Operator, so I can reduce manual certificate operations.",,,Minimize time to find accurate steps for this task; Reduce likelihood of misconfiguration during implementation,"security-combined.adoc -> Section 'Customizing cert-manager by using the cert-manager Operator API fields', lines 49344-49346 [module: _attributes/common-attributes.adoc, type: UNKNOWN]",Assembly: cert_manager_operator/cert-manager-customizing-api-fields.adoc. Source module: _attributes/common-attributes.adoc (UNKNOWN),pass,
