doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
security-auth-combined.adoc,Management,"When working with Monitoring and cluster logging Operator component certificates, I want to management, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete management; Minimize the likelihood of errors during management,"security-auth-combined.adoc -> Management, lines 16947-16950 [certificate_types_descriptions/monitoring-and-cluster-logging-operator-component-certificates.adoc]",Assembly: security/certificate_types_descriptions/monitoring-and-cluster-logging-operator-component-certificates.adoc. Topic: Monitoring and cluster logging Operator component certificates
security-auth-combined.adoc,Location,"When working with Control plane certificates, I want to location, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete location; Minimize the likelihood of errors during location,"security-auth-combined.adoc -> Location, lines 17357-17368 [certificate_types_descriptions/control-plane-certificates.adoc]",Assembly: security/certificate_types_descriptions/control-plane-certificates.adoc. Topic: Control plane certificates
security-auth-combined.adoc,Management,"When working with Control plane certificates, I want to management, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete management; Minimize the likelihood of errors during management,"security-auth-combined.adoc -> Management, lines 17368-17373 [certificate_types_descriptions/control-plane-certificates.adoc]",Assembly: security/certificate_types_descriptions/control-plane-certificates.adoc. Topic: Control plane certificates
security-auth-combined.adoc,Compliance Operator concepts,"When working with Compliance Operator overview, I want to compliance operator concepts, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete compliance operator concepts; Minimize the likelihood of errors during compliance operator concepts,"security-auth-combined.adoc -> Compliance Operator concepts, lines 17795-17803 [compliance_operator/co-overview.adoc]",Assembly: security/compliance_operator/co-overview.adoc. Topic: Compliance Operator overview
security-auth-combined.adoc,Compliance Operator management,"When working with Compliance Operator overview, I want to compliance operator management, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete compliance operator management; Minimize the likelihood of errors during compliance operator management,"security-auth-combined.adoc -> Compliance Operator management, lines 17803-17814 [compliance_operator/co-overview.adoc]",Assembly: security/compliance_operator/co-overview.adoc. Topic: Compliance Operator overview
security-auth-combined.adoc,Compliance Operator scan management,"When working with Compliance Operator overview, I want to compliance operator scan management, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete compliance operator scan management; Minimize the likelihood of errors during compliance operator scan management,"security-auth-combined.adoc -> Compliance Operator scan management, lines 17814-17831 [compliance_operator/co-overview.adoc]",Assembly: security/compliance_operator/co-overview.adoc. Topic: Compliance Operator overview
security-auth-combined.adoc,OpenShift Compliance Operator 1.9.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.9.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.9.0; Minimize the likelihood of errors during openshift compliance operator 1.9.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.9.0, lines 18250-18279 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.8.2,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.8.2, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.8.2; Minimize the likelihood of errors during openshift compliance operator 1.8.2,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.8.2, lines 18279-18291 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.8.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.8.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.8.1; Minimize the likelihood of errors during openshift compliance operator 1.8.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.8.1, lines 18291-18305 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.8.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.8.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.8.0; Minimize the likelihood of errors during openshift compliance operator 1.8.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.8.0, lines 18305-18369 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.7.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.7.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.7.1; Minimize the likelihood of errors during openshift compliance operator 1.7.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.7.1, lines 18369-18386 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.7.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.7.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.7.0; Minimize the likelihood of errors during openshift compliance operator 1.7.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.7.0, lines 18386-18433 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.6.2,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.6.2, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.6.2; Minimize the likelihood of errors during openshift compliance operator 1.6.2,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.6.2, lines 18433-18442 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.6.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.6.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.6.1; Minimize the likelihood of errors during openshift compliance operator 1.6.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.6.1, lines 18442-18451 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.6.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.6.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.6.0; Minimize the likelihood of errors during openshift compliance operator 1.6.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.6.0, lines 18451-18488 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.5.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.5.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.5.1; Minimize the likelihood of errors during openshift compliance operator 1.5.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.5.1, lines 18488-18495 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.5.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.5.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.5.0; Minimize the likelihood of errors during openshift compliance operator 1.5.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.5.0, lines 18495-18518 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.4.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.4.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.4.1; Minimize the likelihood of errors during openshift compliance operator 1.4.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.4.1, lines 18518-18557 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.4.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.4.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.4.0; Minimize the likelihood of errors during openshift compliance operator 1.4.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.4.0, lines 18557-18590 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.3.1,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.3.1, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.3.1; Minimize the likelihood of errors during openshift compliance operator 1.3.1,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.3.1, lines 18590-18654 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.3.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.3.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.3.0; Minimize the likelihood of errors during openshift compliance operator 1.3.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.3.0, lines 18654-18668 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.2.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.2.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.2.0; Minimize the likelihood of errors during openshift compliance operator 1.2.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.2.0, lines 18668-18689 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.1.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.1.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.1.0; Minimize the likelihood of errors during openshift compliance operator 1.1.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.1.0, lines 18689-18735 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 1.0.0,"When working with Compliance Operator release notes, I want to openshift compliance operator 1.0.0, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 1.0.0; Minimize the likelihood of errors during openshift compliance operator 1.0.0,"security-auth-combined.adoc -> OpenShift Compliance Operator 1.0.0, lines 18735-18759 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.61,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.61, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.61; Minimize the likelihood of errors during openshift compliance operator 0.1.61,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.61, lines 18759-18797 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.59,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.59, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.59; Minimize the likelihood of errors during openshift compliance operator 0.1.59,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.59, lines 18797-18816 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.57,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.57, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.57; Minimize the likelihood of errors during openshift compliance operator 0.1.57,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.57, lines 18816-18862 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.53,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.53, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.53; Minimize the likelihood of errors during openshift compliance operator 0.1.53,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.53, lines 18862-18909 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.52,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.52, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.52; Minimize the likelihood of errors during openshift compliance operator 0.1.52,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.52, lines 18909-18946 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.49,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.49, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.49; Minimize the likelihood of errors during openshift compliance operator 0.1.49,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.49, lines 18946-18979 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.48,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.48, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.48; Minimize the likelihood of errors during openshift compliance operator 0.1.48,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.48, lines 18979-18993 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.47,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.47, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.47; Minimize the likelihood of errors during openshift compliance operator 0.1.47,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.47, lines 18993-19021 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,OpenShift Compliance Operator 0.1.44,"When working with Compliance Operator release notes, I want to openshift compliance operator 0.1.44, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete openshift compliance operator 0.1.44; Minimize the likelihood of errors during openshift compliance operator 0.1.44,"security-auth-combined.adoc -> OpenShift Compliance Operator 0.1.44, lines 19021-19075 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,Release Notes for Compliance Operator 0.1.39,"When working with Compliance Operator release notes, I want to release notes for compliance operator 0.1.39, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete release notes for compliance operator 0.1.39; Minimize the likelihood of errors during release notes for compliance operator 0.1.39,"security-auth-combined.adoc -> Release Notes for Compliance Operator 0.1.39, lines 19075-19089 [compliance_operator/compliance-operator-release-notes.adoc]",Assembly: security/compliance_operator/compliance-operator-release-notes.adoc. Topic: Compliance Operator release notes
security-auth-combined.adoc,Compliance Operator lifecycle,"When working with Compliance Operator support, I want to compliance operator lifecycle, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete compliance operator lifecycle; Minimize the likelihood of errors during compliance operator lifecycle,"security-auth-combined.adoc -> Compliance Operator lifecycle, lines 19500-19530 [compliance_operator/co-support.adoc]",Assembly: security/compliance_operator/co-support.adoc. Topic: Compliance Operator support
security-auth-combined.adoc,Understanding the Compliance Operator,"When working with Understanding the Compliance Operator, I want to understanding the compliance operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete understanding the compliance operator; Minimize the likelihood of errors during understanding the compliance operator,"security-auth-combined.adoc -> Understanding the Compliance Operator, assembly compliance_operator/co-concepts/compliance-operator-understanding.adoc",Book: security. Assembly: compliance_operator/co-concepts/compliance-operator-understanding.adoc
security-auth-combined.adoc,Defining the compliance scan requirements,"When working with Understanding the Custom Resource Definitions, I want to defining the compliance scan requirements, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete defining the compliance scan requirements; Minimize the likelihood of errors during defining the compliance scan requirements,"security-auth-combined.adoc -> Defining the compliance scan requirements, lines 20679-20690 [compliance_operator/co-concepts/compliance-operator-crd.adoc]",Assembly: security/compliance_operator/co-concepts/compliance-operator-crd.adoc. Topic: Understanding the Custom Resource Definitions
security-auth-combined.adoc,Configuring the compliance scan settings,"When working with Understanding the Custom Resource Definitions, I want to configuring the compliance scan settings, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete configuring the compliance scan settings; Minimize the likelihood of errors during configuring the compliance scan settings,"security-auth-combined.adoc -> Configuring the compliance scan settings, lines 20885-20896 [compliance_operator/co-concepts/compliance-operator-crd.adoc]",Assembly: security/compliance_operator/co-concepts/compliance-operator-crd.adoc. Topic: Understanding the Custom Resource Definitions
security-auth-combined.adoc,Processing the compliance scan requirements with compliance scans settings,"When working with Understanding the Custom Resource Definitions, I want to processing the compliance scan requirements with compliance scans settings, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete processing the compliance scan requirements with compliance scans settings; Minimize the likelihood of errors during processing the compliance scan requirements with compliance scans settings,"security-auth-combined.adoc -> Processing the compliance scan requirements with compliance scans settings, lines 20966-20977 [compliance_operator/co-concepts/compliance-operator-crd.adoc]",Assembly: security/compliance_operator/co-concepts/compliance-operator-crd.adoc. Topic: Understanding the Custom Resource Definitions
security-auth-combined.adoc,Tracking the compliance scans,"When working with Understanding the Custom Resource Definitions, I want to tracking the compliance scans, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete tracking the compliance scans; Minimize the likelihood of errors during tracking the compliance scans,"security-auth-combined.adoc -> Tracking the compliance scans, lines 21020-21031 [compliance_operator/co-concepts/compliance-operator-crd.adoc]",Assembly: security/compliance_operator/co-concepts/compliance-operator-crd.adoc. Topic: Understanding the Custom Resource Definitions
security-auth-combined.adoc,Viewing the compliance results,"When working with Understanding the Custom Resource Definitions, I want to viewing the compliance results, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete viewing the compliance results; Minimize the likelihood of errors during viewing the compliance results,"security-auth-combined.adoc -> Viewing the compliance results, lines 21150-21161 [compliance_operator/co-concepts/compliance-operator-crd.adoc]",Assembly: security/compliance_operator/co-concepts/compliance-operator-crd.adoc. Topic: Understanding the Custom Resource Definitions
security-auth-combined.adoc,Updating the Compliance Operator,"When working with Updating the Compliance Operator, I want to updating the compliance operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete updating the compliance operator; Minimize the likelihood of errors during updating the compliance operator,"security-auth-combined.adoc -> Updating the Compliance Operator, assembly compliance_operator/co-management/compliance-operator-updating.adoc",Book: security. Assembly: compliance_operator/co-management/compliance-operator-updating.adoc
security-auth-combined.adoc,Uninstalling the Compliance Operator,"When working with Uninstalling the Compliance Operator, I want to uninstalling the compliance operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete uninstalling the compliance operator; Minimize the likelihood of errors during uninstalling the compliance operator,"security-auth-combined.adoc -> Uninstalling the Compliance Operator, assembly compliance_operator/co-management/compliance-operator-uninstallation.adoc",Book: security. Assembly: compliance_operator/co-management/compliance-operator-uninstallation.adoc
security-auth-combined.adoc,CIS compliance profiles,"When working with Supported compliance profiles, I want to cis compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete cis compliance profiles; Minimize the likelihood of errors during cis compliance profiles,"security-auth-combined.adoc -> CIS compliance profiles, lines 24150-24211 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,BSI Profile Support,"When working with Supported compliance profiles, I want to bsi profile support, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete bsi profile support; Minimize the likelihood of errors during bsi profile support,"security-auth-combined.adoc -> BSI Profile Support, lines 24211-24276 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,Essential Eight compliance profiles,"When working with Supported compliance profiles, I want to essential eight compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete essential eight compliance profiles; Minimize the likelihood of errors during essential eight compliance profiles,"security-auth-combined.adoc -> Essential Eight compliance profiles, lines 24276-24306 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,FedRAMP High compliance profiles,"When working with Supported compliance profiles, I want to fedramp high compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete fedramp high compliance profiles; Minimize the likelihood of errors during fedramp high compliance profiles,"security-auth-combined.adoc -> FedRAMP High compliance profiles, lines 24306-24372 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,FedRAMP Moderate compliance profiles,"When working with Supported compliance profiles, I want to fedramp moderate compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete fedramp moderate compliance profiles; Minimize the likelihood of errors during fedramp moderate compliance profiles,"security-auth-combined.adoc -> FedRAMP Moderate compliance profiles, lines 24372-24447 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,NERC-CIP compliance profiles,"When working with Supported compliance profiles, I want to nerc-cip compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete nerc-cip compliance profiles; Minimize the likelihood of errors during nerc-cip compliance profiles,"security-auth-combined.adoc -> NERC-CIP compliance profiles, lines 24447-24486 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,PCI-DSS compliance profiles,"When working with Supported compliance profiles, I want to pci-dss compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete pci-dss compliance profiles; Minimize the likelihood of errors during pci-dss compliance profiles,"security-auth-combined.adoc -> PCI-DSS compliance profiles, lines 24486-24562 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,STIG compliance profiles,"When working with Supported compliance profiles, I want to stig compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete stig compliance profiles; Minimize the likelihood of errors during stig compliance profiles,"security-auth-combined.adoc -> STIG compliance profiles, lines 24562-24636 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
security-auth-combined.adoc,About extended compliance profiles,"When working with Supported compliance profiles, I want to about extended compliance profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Demonstrate compliance with security profiles,,,Minimize the time required to complete about extended compliance profiles; Minimize the likelihood of errors during about extended compliance profiles,"security-auth-combined.adoc -> About extended compliance profiles, lines 24636-24685 [compliance_operator/co-scans/compliance-operator-supported-profiles.adoc]",Assembly: security/compliance_operator/co-scans/compliance-operator-supported-profiles.adoc. Topic: Supported compliance profiles
